ticker,fund_sector
TSBK,Finance
TSCO,Consumer Services
TSEM,Technology
TSLA,Capital Goods
TSPT,Health Care
TSRA,Technology
TSRI,Technology
TSRO,Health Care
TST,Consumer Services
TSYS,Technology
TTEC,Technology
TTEK,Consumer Services
TTGT,Miscellaneous
TTHI,Consumer Durables
TTMI,Technology
TTS,Consumer Services
TTWO,Technology
TUES,Consumer Services
TWER,Consumer Services
TWGP,Finance
TWIN,Technology
TWMC,Consumer Services
TWTC,Public Utilities
TXN,Technology
TXRH,Consumer Services
TYPE,Technology
TZOO,Technology
UACL,Transportation
UBCP,Finance
UBFO,Finance
UBNK,Finance
UBNT,Technology
UBOH,Finance
UBSH,Finance
UBSI,Finance
UCBA,Finance
UCBI,Finance
UCFC,Finance
UCTT,Technology
UEIC,Consumer Non-Durables
UEPS,Finance
UFCS,Finance
UFPI,Basic Industries
UFPT,Capital Goods
UG,Consumer Non-Durables
UHAL,Consumer Services
ULBI,Energy
ULTA,Consumer Services
ULTI,Technology
ULTR,Transportation
UMBF,Finance
UMPQ,Finance
UNAM,Finance
UNB,Finance
UNFI,Consumer Non-Durables
UNIS,Health Care
UNTD,Technology
UNTK,Public Utilities
UNTY,Finance
UNXL,Capital Goods
UPI,Health Care
UPIP,Technology
URBN,Consumer Services
URRE,Basic Industries
USAK,Transportation
USAP,Basic Industries
USAT,Miscellaneous
USATP,Miscellaneous
USATZ,Miscellaneous
USBI,Finance
USCR,Capital Goods
USEG,Energy
USLM,Basic Industries
USMD,Health Care
USMO,Public Utilities
USTR,Consumer Services
UTEK,Technology
UTHR,Health Care
UTIW,Transportation
UTMD,Health Care
UTSI,Consumer Durables
UVSP,Finance
VALU,Finance
VASC,Health Care
VBFC,Finance
VCBI,Finance
VCLK,Technology
VDSI,Technology
VECO,Technology
VELT,Technology
VIA,Consumer Services
VIAB,Consumer Services
VIAS,Technology
VICL,Health Care
VICR,Capital Goods
VIDE,Capital Goods
VIFL,Miscellaneous
VIMC,Technology
VIRC,Consumer Durables
VISN,Technology
VITC,Consumer Services
VIVO,Health Care
VLCCF,Consumer Services
VLGEA,Consumer Services
VLYWW,Finance
VNDA,Health Care
VNET,Technology
VOCS,Technology
VOD,Public Utilities
VOLC,Health Care
VOXX,Consumer Non-Durables
VPFG,Finance
VPHM,Health Care
VPRT,Miscellaneous
VRA,Consumer Non-Durables
VRML,Health Care
VRNM,Basic Industries
VRNT,Technology
VRSK,Technology
VRSN,Technology
VRTA,Consumer Services
VRTB,Consumer Services
VRTS,Finance
VRTU,Technology
VRTX,Health Care
VSAT,Technology
VSBN,Finance
VSCI,Health Care
VSCP,Health Care
VSEC,Consumer Services
VSTM,Health Care
VTNC,Transportation
VTSS,Technology
VTUS,Health Care
VVTV,Consumer Services
VVUS,Health Care
VYFC,Finance
WABC,Finance
WAFD,Finance
WAFDW,Finance
WASH,Finance
WAVX,Technology
WAYN,Finance
WBCO,Finance
WBKC,Finance
WBMD,Miscellaneous
WDC,Technology
WDFC,Basic Industries
WEBK,Finance
WEN,Consumer Services
WERN,Transportation
WETF,Finance
WEYS,Consumer Non-Durables
WFD,Finance
WFM,Consumer Services
WHLR,Consumer Services
WIBC,Finance
WIFI,Consumer Services
WILC,Consumer Non-Durables
WILN,Miscellaneous
WIN,Public Utilities
WINA,Consumer Services
WIRE,Capital Goods
WLB,Energy
WLBPZ,Energy
WLDN,Consumer Services
WLFC,Consumer Durables
WMAR,Consumer Durables
WMGI,Health Care
WOOF,Consumer Non-Durables
WPCS,Consumer Services
WPPGY,Technology
WPRT,Energy
WRES,Energy
WRLD,Finance
WSBC,Finance
WSBF,Finance
WSCI,Technology
WSFS,Finance
WSFSL,Finance
WSTG,Technology
WSTL,Public Utilities
WTBA,Finance
WTFC,Finance
WTFCW,Finance
WVFC,Finance
WVVI,Consumer Non-Durables
WWD,Energy
WWWW,Technology
WYNN,Consumer Services
XBKS,Finance
XLNX,Technology
XNPT,Health Care
XOMA,Health Care
XPLR,Technology
XRAY,Health Care
XRSC,Technology
XRTX,Technology
XTEX,Energy
XTXI,Energy
XWES,Miscellaneous
XXIA,Capital Goods
YHOO,Technology
YNDX,Technology
YOD,Consumer Services
YONG,Basic Industries
YORW,Public Utilities
YRCW,Transportation
YY,Technology
Z,Miscellaneous
ZAGG,Consumer Services
ZAZA,Energy
ZBRA,Technology
ZEUS,Basic Industries
ZGNX,Health Care
ZHNE,Public Utilities
ZIGO,Capital Goods
ZINC,Capital Goods
ZION,Finance
ZIONW,Finance
ZIOP,Health Care
ZIPR,Finance
ZIXI,Technology
ZLCS,Health Care
ZLTQ,Health Care
ZN,Energy
ZNGA,Technology
ZOLT,Energy
ZOOM,Public Utilities
ZUMZ,Consumer Services
AGX,Basic Industries
EGT,Consumer Durables
FLL,Consumer Services
MSL,Finance
NBS,Health Care
PTX,Health Care
RTK,Basic Industries
SAL,Finance
TA,Consumer Durables
VRNG,Consumer Services
WAC,Finance
WEX,Miscellaneous
FOXA,Consumer Services
ABBV,Health Care
ACT,Health Care
MHFI,Finance
ZTS,Health Care
AGI,Basic Industries
RIOM,Basic Industries
VLRS,Transportation
BEP,Public Utilities
TPRE,Finance
NSLP,Energy
CTY,Public Utilities
LXFT,Technology
BFAM,Miscellaneous
DUKH,Public Utilities
THGA,Finance
WCIC,Capital Goods
PRH,Finance
MYCC,Consumer Services
HASI,Consumer Services
OAKS,Consumer Services
ZFC,Consumer Services
MTCN,Basic Industries
IHG,Consumer Services
BCC,Consumer Services
TXTR,Technology
CVT,Technology
BPY,Finance
SBGL,Basic Industries
MODN,Technology
MNK,Health Care
TEP,Public Utilities
SUNE,Technology
ECOM,Technology
EAB,Public Utilities
EAE,Public Utilities
EVTC,Technology
EVHC,Health Care
LITB,Consumer Services
DOOR,Basic Industries
MRIN,Technology
PBF,Energy
SSLT,Capital Goods
SBY,Consumer Services
TRMR,Technology
ERA,Transportation
DATA,Technology
RESI,Finance
LIN,Consumer Services
TPH,Capital Goods
COLE,Consumer Services
ENJ,Public Utilities
RALY,Technology
DCUA,Public Utilities
DCUB,Public Utilities
CLV,Basic Industries
SSNI,Technology
NRZ,Consumer Services
EMES,Energy
PF,Consumer Non-Durables
TMUS,Public Utilities
BXMT,Consumer Services
ZBK,Finance
SXCP,Basic Industries
PSXP,Energy
AIW,Finance
NSS,Energy
I,Consumer Services
PFSI,Finance
BURL,Consumer Services
REN,Energy
NYLD,Public Utilities
ELU,Public Utilities
LDOS,Technology
JONE,Energy
CNHI,Capital Goods
TAM,Basic Industries
BRSS,Capital Goods
QEPM,Public Utilities
AHH,Finance
JMPB,Finance
TANN,Consumer Durables
HCJ,Finance
SAIC,Technology
VET,Energy
CVRR,Energy
SFN,Finance
QTS,Consumer Services
WPT,Energy
UCP,Capital Goods
VMEM,Technology
ESRT,Consumer Services
GEK,Finance
GEH,Finance
COTY,Consumer Non-Durables
DDC,Basic Industries
REXR,Consumer Services
APAM,Finance
PJH,Finance
EARN,Consumer Services
RMAX,Finance
CCV,Consumer Services
CCH,Consumer Non-Durables
OCIP,Basic Industries
OCIR,Basic Industries
CHMI,Consumer Services
AMH,Consumer Services
SGZA,Finance
CYNI,Technology
NES,Energy
DOC,Consumer Services
WLH,Capital Goods
ARPI,Consumer Services
VOYA,Finance
RCAP,Finance
SEAS,Consumer Services
GIMO,Technology
KNOP,Consumer Services
FI,Energy
USAC,Public Utilities
YUME,Technology
Q,Health Care
CSG,Consumer Services
CST,Consumer Durables
XON,Health Care
ASC,Transportation
CSTM,Basic Industries
KWN,Finance
TMHC,Capital Goods
GPT,Consumer Services
PGEM,Basic Industries
DRII,Consumer Services
RNG,Technology
IEH,Public Utilities
PPX,Public Utilities
AXLL,Basic Industries
ATHL,Energy
AVIV,Consumer Services
MIXT,Technology
BIOA,Basic Industries
CGG,Energy
GRAM,Basic Industries
ORMP,Health Care
NRCIA,Health Care
NRCIB,Health Care
NWBOW,Health Care
REMY,Capital Goods
UIHC,Finance
AQUUW,Finance
CTG,Technology
TCBIP,Finance
MNDL,Miscellaneous
RDHL,Health Care
BIND,Health Care
ESXB,Finance
INXBW,Finance
RCPT,Health Care
QPACU,Finance
XTLB,Health Care
CHSCO,Consumer Services
TCFC,Finance
AFH,Finance
MBIS,Miscellaneous
AXDX,Capital Goods
CRESW,Finance
LAND,Consumer Services
ENZY,Consumer Durables
RMGN,Miscellaneous
STML,Health Care
HOTRW,Consumer Services
CCCR,Finance
ENTA,Health Care
VTNR,Public Utilities
OVAS,Health Care
BAGR,Consumer Services
GFNCP,Consumer Services
OCRX,Health Care
BANCP,Finance
OHRP,Health Care
FATE,Health Care
CONE,Consumer Services
WTSL,Consumer Services
TIPT,Consumer Services
RPRXZ,Health Care
RPRXW,Health Care
AAOI,Technology
PCMI,Consumer Services
PSIX,Energy
THST,Consumer Non-Durables
ADHD,Health Care
HBIOV,Capital Goods
JTPY,Finance
GOGO,Consumer Services
ROICU,Consumer Services
MWRX,Finance
SBFG,Finance
CUBIL,Finance
NSTG,Health Care
HMTV,Consumer Services
ERS,Basic Industries
SBRAP,Consumer Services
VNRAP,Energy
NCLH,Consumer Services
MICT,Capital Goods
EVOK,Health Care
ENT,Consumer Services
AGII,Finance
AGIO,Health Care
MZOR,Health Care
SOHO,Consumer Services
DXLG,Consumer Services
PPSI,Consumer Durables
SAEX,Energy
UNTDV,Technology
CACGW,Finance
PRTA,Health Care
WSTC,Miscellaneous
FPRX,Health Care
CNAT,Health Care
BGSCW,Finance
CIFC,Finance
CGIX,Health Care
CEMI,Health Care
OLED,Capital Goods
FOX,Consumer Services
MKTO,Technology
FISH,Public Utilities
COB,Finance
QPACW,Finance
FEYE,Technology
AXGN,Health Care
INSY,Health Care
ICEL,Health Care
SQBG,Consumer Non-Durables
HOTR,Consumer Services
VLTC,Miscellaneous
CTRL,Capital Goods
PEGI,Public Utilities
ONTX,Health Care
SPDC,Technology
MBII,Basic Industries
SFM,Consumer Services
OTEL,Public Utilities
KMDA,Health Care
ACST,Health Care
HTWO,Finance
CLACW,Finance
CLACU,Finance
DXM,Consumer Services
HIIQ,Finance
MRTX,Health Care
ESPR,Health Care
COVS,Technology
GWPH,Health Care
PENNV,Consumer Services
TRCB,Finance
INTLL,Finance
ANDAW,Finance
CLAC,Finance
FMI,Health Care
PBPB,Consumer Services
CACG,Finance
MHLDO,Finance
QUMU,Technology
NYMTP,Finance
HTBX,Health Care
HDS,Consumer Services
BBRY,Public Utilities
IKGH,Consumer Services
MEILZ,Basic Industries
WBB,Finance
MEILW,Basic Industries
IMMY,Health Care
DVCR,Health Care
IMCB,Finance
HAWK,Finance
XGTI,Consumer Durables
INBK,Finance
OPHT,Health Care
BDBD,Consumer Non-Durables
OMED,Health Care
LPDX,Health Care
PINC,Consumer Services
FWM,Consumer Services
STCK,Consumer Services
TSC,Finance
ANIP,Health Care
TGTX,Health Care
WMGIZ,Health Care
SCTY,Basic Industries
NEO,Health Care
SALE,Consumer Services
SLVO,Finance
FUEL,Technology
TSRE,Consumer Services
WFBI,Finance
MONT,Technology
QPAC,Finance
XOOM,Finance
FOXF,Consumer Non-Durables
GTPPP,Consumer Durables
BNFT,Technology
PLPM,Miscellaneous
JACQW,Finance
MDXG,Health Care
STRZB,Consumer Services
EPZM,Health Care
KBIO,Health Care
BAXS,Health Care
RGDO,Health Care
NVEEW,Consumer Services
CISAA,Finance
XGTIW,Consumer Durables
CISAU,Finance
CISAW,Finance
STRZA,Consumer Services
XONE,Capital Goods
NBCB,Finance
CNOB,Finance
EVRY,Consumer Durables
IBTX,Finance
JACQ,Finance
OUTR,Consumer Services
XLRN,Health Care
NWBO,Health Care
PME,Basic Industries
BLUE,Health Care
PTLA,Health Care
TTPH,Health Care
BPFHP,Finance
CRRS,Technology
TILE,Consumer Durables
IESC,Capital Goods
DSKX,Consumer Non-Durables
GLDI,Finance
IPDN,Technology
RNA,Health Care
NDLS,Consumer Services
CMRX,Health Care
VRNGW,Consumer Services
NVEE,Consumer Services
CDW,Consumer Services
PTCT,Health Care
AMBCW,Finance
AMBI,Health Care
AMBC,Finance
TNXP,Basic Industries
QIWI,Miscellaneous
ZIONZ,Finance
UBIC,Technology
SPCB,Technology
CACGU,Finance
MAMS,Technology
SAMG,Finance
HKTV,Public Utilities
AQU,Finance
YDKN,Finance
PETX,Health Care
MICTW,Capital Goods
CUBI,Finance
TXMD,Healthcare
OMTH,Healthcare
FCSC,Healthcare
GOOGL,Technology
^FVX,Technology
^TYX,Technology
NAVI,Finance
ALLE,Industrials
