filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent,previous_percent,rank,previous_rank,change_in_shares,change_type,sector
CQS CAYMAN LP,General Motors Co. (DE),GM,3/31/14,CALL,600000,20652000,0,0,1.6713,,17,999999,,new,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Prospect Capital Corp,PSEC,3/31/14,PRN,18000000,19266000,12000000,12908000,1.5591,1.4172,18,19,50,addition,FINANCE
CQS CAYMAN LP,GoldCorp Inc. (New),GG,3/31/14,PRN,19000000,19159000,16000000,16187000,1.5505,1.7772,19,14,18.75,addition,MATERIALS
CQS CAYMAN LP,KKR Financial Holding Co.,KFN,3/31/14,SH,1646475,19050000,585734,7140000,1.5417,0.7839,20,29,181.096,addition,FINANCE
CQS CAYMAN LP,Intel Corp.,INTC,3/31/14,PRN,13500000,18927000,26292000,36059000,1.5317,3.959,21,5,-48.6536,reduction,INFORMATION TECHNOLOGY
CQS CAYMAN LP,EMC Corp.,EMC,3/31/14,PUT,650000,17817000,0,0,1.4419,,22,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,LSI Corp. (CA),LSI,3/31/14,SH,1500100,16606000,100000,1104000,1.3439,0.1212,23,75,1400.1,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Apache Corp.,APA,3/31/14,CALL,200000,16590000,0,0,1.3426,,24,999999,,new,ENERGY
CQS CAYMAN LP,Gilead Sciences Inc.,GILD,3/31/14,PRN,5250000,16428000,4250000,14038000,1.3295,1.5413,25,16,23.5294,addition,HEALTH CARE
CQS CAYMAN LP,Symantec Corp.,SYMC,3/31/14,CALL,750000,14978000,0,0,1.2121,,26,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,eBay Inc.,EBAY,3/31/14,CALL,250000,13810000,0,0,1.1176,,27,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Sterlite Industries (India) Ltd.,SLT,3/31/14,PRN,13150000,13419000,13150000,13147000,1.086,1.4434,28,18,0,,MATERIALS
CQS CAYMAN LP,WellPoint Inc. (New),WLP,3/31/14,PRN,9000000,13238000,4700000,6399000,1.0713,0.7026,29,33,91.4894,addition,HEALTH CARE
CQS CAYMAN LP,Eastman Chemical Co.,EMN,3/31/14,CALL,150000,12932000,0,0,1.0465,,30,999999,,new,MATERIALS
CQS CAYMAN LP,Ford Motor Co.,F,3/31/14,PRN,6800000,12440000,6800000,12555000,1.0067,1.3784,31,22,0,,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Caterpillar Inc.,CAT,3/31/14,PUT,125000,12421000,0,0,1.0052,,32,999999,,new,INDUSTRIALS
CQS CAYMAN LP,Stonegate Mortgage Corp,SGM,3/31/14,SH,825215,12263000,0,0,0.9924,,33,999999,,new,
CQS CAYMAN LP,"United Rentals, Inc.",URI,3/31/14,SH,125000,11867000,0,0,0.9604,,34,999999,,new,INDUSTRIALS
CQS CAYMAN LP,EMC Corp.,EMC,3/31/14,CALL,400000,10964000,0,0,0.8873,,35,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Viacom Inc. (New) Class A,VIA,3/31/14,SH,126200,10760000,123814,10867000,0.8708,1.1931,36,24,1.9271,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"Micron Technology, Inc.",MU,3/31/14,PRN,4250000,10677000,12725000,29486000,0.8641,3.2373,37,7,-66.6012,reduction,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Beam Inc,BEAM,3/31/14,SH,122200,10179000,0,0,0.8238,,38,999999,,new,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"United Parcel Service, Inc. Class B",UPS,3/31/14,PUT,100000,9738000,0,0,0.7881,,39,999999,,new,TRANSPORTS
CQS CAYMAN LP,Tesoro Petroleum Co,TSO,3/31/14,PRN,5350000,9632000,2350000,3254000,0.7795,0.3573,40,51,127.6596,addition,ENERGY
CQS CAYMAN LP,Stillwater Mining Co.,SWC,3/31/14,PRN,6850000,8943000,6850000,7757000,0.7237,0.8517,41,28,0,,MATERIALS
CQS CAYMAN LP,"Omnicare, Inc.",OCR,3/31/14,PRN,3650000,8321000,3650000,8392000,0.6734,0.9214,42,26,0,,HEALTH CARE
CQS CAYMAN LP,Verizon Communications,VZ,3/31/14,SH,174900,8320000,0,0,0.6733,,43,999999,,new,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,"Freeport-McMoRan Copper and Gold, Inc. Class B",FCX,3/31/14,PUT,250000,8268000,0,0,0.6691,,44,999999,,new,MATERIALS
CQS CAYMAN LP,"Taiwan Semiconductor Manufacturing Co., Ltd Class T",TSM,3/31/14,SH,377755,7563000,1888775,6588000,0.612,0.7233,45,32,-80,reduction,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Dealertrack Technologies Inc,TRAK,3/31/14,PRN,5000000,7132000,0,0,0.5772,,46,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Time Warner Cable Inc.,TWC,3/31/14,SH,49000,6722000,6809,923000,0.544,0.1013,47,81,619.6358,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,CMS Energy Corp.,CMS,3/31/14,PRN,3000000,6525000,3000000,5929000,0.528,0.651,48,34,0,,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Huntsman Corp,HUN,3/31/14,PUT,250000,6105000,0,0,0.4941,,49,999999,,new,MATERIALS
CQS CAYMAN LP,"American Airlines Group,Inc.",AAL,3/31/14,SH,162947,5964000,402284,10158000,0.4826,1.1153,50,25,-59.4945,reduction,TRANSPORTS
CQS CAYMAN LP,Devon Energy Corp. (New),DVN,3/31/14,SH,85000,5689000,0,0,0.4604,,51,999999,,new,ENERGY
CQS CAYMAN LP,AVIANCA HOLDINGS SA,AVH,3/31/14,SH,331942,5659000,351800,5432000,0.458,0.5964,52,35,-5.6447,reduction,
CQS CAYMAN LP,"Freeport-McMoRan Copper and Gold, Inc. Class B",FCX,3/31/14,SH,144646,4783000,50000,1887000,0.3871,0.2072,53,68,189.292,addition,MATERIALS
CQS CAYMAN LP,United Microelectronics Corp.,UMC,3/31/14,SH,2219238,4616000,11096190,4527000,0.3736,0.497,54,39,-80,reduction,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Itau Unibnco ADR,ITUB,3/31/14,SH,325603,4399000,325603,4017000,0.356,0.441,55,42,0,,FINANCE
CQS CAYMAN LP,Marathon Oil Corp. (1901) (formerly U.S. Steel),MRO,3/31/14,SH,122300,4344000,36000,1271000,0.3515,0.1395,56,71,239.7222,addition,ENERGY
CQS CAYMAN LP,United Therapeutics Corp.,UTHR,3/31/14,PRN,2100000,4120000,2100000,4960000,0.3334,0.5446,57,38,0,,HEALTH CARE
CQS CAYMAN LP,Ship Finance International Ltd.,SFL,3/31/14,PRN,3500000,3903000,4000000,4207000,0.3159,0.4619,58,40,-12.5,reduction,ENERGY
CQS CAYMAN LP,Ship Finance International Ltd.,SFL,3/31/14,SH,199200,3580000,206000,3374000,0.2897,0.3704,59,49,-3.301,reduction,ENERGY
CQS CAYMAN LP,Rosetta Resources Inc,ROSE,3/31/14,SH,76000,3540000,0,0,0.2865,,60,999999,,new,ENERGY
CQS CAYMAN LP,Wright Medical Group Inc,WMGI,3/31/14,PRN,2600000,3526000,2600000,3498000,0.2853,0.3841,61,46,0,,HEALTH CARE
CQS CAYMAN LP,Concho Resources Inc,CXO,3/31/14,SH,28300,3467000,0,0,0.2806,,62,999999,,new,ENERGY
CQS CAYMAN LP,Sony Corp. Sponsored ADR,SNE,3/31/14,SH,165303,3160000,25900,448000,0.2557,0.0492,63,93,538.2355,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Companhia Vale de Rio Doce S.A. ADR,VALE,3/31/14,SH,246390,3068000,0,0,0.2483,,64,999999,,new,MATERIALS
CQS CAYMAN LP,"Laredo Petroleum Holdings, Inc.",LPI,3/31/14,SH,117700,3044000,74000,2049000,0.2463,0.225,65,65,59.0541,addition,ENERGY
CQS CAYMAN LP,Heico Corp. (New) Class A,HEI.A,3/31/14,SH,68341,2967000,68341,2879000,0.2401,0.3161,66,54,0,,INDUSTRIALS
CQS CAYMAN LP,Royal Gold Inc,RGLD,3/31/14,SH,45000,2818000,45000,2073000,0.2281,0.2276,67,64,0,,MATERIALS
CQS CAYMAN LP,UR Energy Inc,URG,3/31/14,SH,1687096,2615000,910000,1245000,0.2116,0.1367,68,72,85.3952,addition,MATERIALS
CQS CAYMAN LP,Priceline Group Inc,PCLN,3/31/14,PRN,1700000,2403000,1700000,2358000,0.1945,0.2589,69,61,0,,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Palo Alto Networks Inc,PANW,3/31/14,SH,33600,2305000,0,0,0.1865,,70,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Discovery Communications Inc Series C,DISCK,3/31/14,SH,59514,2293000,77610,3254000,0.1856,0.3573,71,50,-23.3166,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Uranerz Energy Corp,URZ,3/31/14,SH,1228181,2137000,728181,932000,0.1729,0.1023,72,80,68.6642,addition,ENERGY
CQS CAYMAN LP,Uranium Energy Corp,UEC,3/31/14,SH,1600000,2112000,2100000,4200000,0.1709,0.4611,73,41,-23.8095,reduction,MATERIALS
CQS CAYMAN LP,Grana Y Montero S.A.A.,GRAM,3/31/14,SH,109206,1885000,546030,2318000,0.1525,0.2545,74,62,-80,reduction,INDUSTRIALS
CQS CAYMAN LP,SPDR Gold Trust ETF,GLD,3/31/14,SH,15000,1854000,15000,1742000,0.15,0.1913,75,69,0,,MATERIALS
CQS CAYMAN LP,Apache Corp.,APA,3/31/14,SH,21294,1766000,0,0,0.1429,,76,999999,,new,ENERGY
CQS CAYMAN LP,EMC Corp.,EMC,3/31/14,SH,63643,1744000,728117,18312000,0.1411,2.0105,77,13,-91.2592,reduction,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Newmont Mining Corp. (Holding Co.),NEM,3/31/14,SH,61000,1430000,0,0,0.1157,,78,999999,,new,MATERIALS
CQS CAYMAN LP,Huntsman Corp,HUN,3/31/14,SH,51600,1260000,0,0,0.102,,79,999999,,new,MATERIALS
CQS CAYMAN LP,"National Westminster Bank, 7.763% Noncumul Pref Shares, Series C ADR",NWPRC,3/31/14,SH,46330,1183000,46330,1167000,0.0957,0.1281,80,73,0,,FINANCE
CQS CAYMAN LP,Gol Linhas Aereas Inteligentes,GOL,3/31/14,SH,200000,972000,0,0,0.0787,,81,999999,,new,TRANSPORTS
CQS CAYMAN LP,Energen Corp.,EGN,3/31/14,SH,9290,751000,9290,657000,0.0608,0.0721,82,88,0,,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,"InvenSense, Inc.",INVN,3/31/14,SH,31400,743000,0,0,0.0601,,83,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Goodrich Petroleum Corp. (New),GDP,3/31/14,SH,40000,632000,20000,340000,0.0511,0.0373,84,94,100,addition,ENERGY
CQS CAYMAN LP,ETFS Physical Palladium Shares,PALL,3/31/14,SH,7000,529000,7000,487000,0.0428,0.0535,85,92,0,,FINANCE
CQS CAYMAN LP,HollyFrontier Corp,HFC,3/31/14,SH,10000,476000,0,0,0.0385,,86,999999,,new,ENERGY
CQS CAYMAN LP,Caterpillar Inc.,CAT,3/31/14,SH,4700,467000,0,0,0.0378,,87,999999,,new,INDUSTRIALS
CQS CAYMAN LP,Permian Basin Royalty Trust UBI,PBT,3/31/14,SH,25000,330000,25000,321000,0.0267,0.0352,88,95,0,,ENERGY
CQS CAYMAN LP,Braskem S.A.,BAK,3/31/14,SH,20000,312000,0,0,0.0252,,89,999999,,new,MATERIALS
CQS CAYMAN LP,Petroleo Brasileiro SA Petrobras Class A,PBR.A,3/31/14,SH,20000,278000,0,0,0.0225,,90,999999,,new,ENERGY
CQS CAYMAN LP,Cadiz Inc.,CDZI,3/31/14,SH,25000,176000,0,0,0.0142,,91,999999,,new,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,"United Parcel Service, Inc. Class B",UPS,3/31/14,SH,1500,146000,0,0,0.0118,,92,999999,,new,TRANSPORTS
CQS CAYMAN LP,Cementos Pacasmayo SAA,CPAC,3/31/14,SH,12279,108000,133440,316000,0.0087,0.0347,93,96,-90.7981,reduction,MATERIALS
CQS CAYMAN LP,"Uranium Resources, Inc.",URRE,3/31/14,SH,13673,38000,0,0,0.0031,,94,999999,,new,MATERIALS
CQS CAYMAN LP,GENERAL MOTORS COMPANY WARRANT (EXPIRES 07/10/2016),GM-WTA,3/31/14,SH,265,7000,0,0,0.0006,,95,999999,,new,UNKNOWN
CQS CAYMAN LP,GENERAL MOTORS COMPANY WARRANT (EXPIRES 07/10/2019),GM-WTB,3/31/14,SH,265,5000,0,0,0.0004,,96,999999,,new,UNKNOWN
CQS CAYMAN LP,"Vermillion Energy, Inc.",VET,3/31/14,SH,0,0,200000,11731000,,1.288,999999,23,-100,soldall,ENERGY
CQS CAYMAN LP,Ryanair Holdings ADR,RYAAY,3/31/14,SH,0,0,80835,756000,,0.083,999999,86,-100,soldall,TRANSPORTS
CQS CAYMAN LP,"Key Energy Services, Inc.",KEG,3/31/14,SH,0,0,1017100,8035000,,0.8822,999999,27,-100,soldall,ENERGY
CQS CAYMAN LP,Barrick Gold Corp,ABX,3/31/14,SH,0,0,28000,494000,,0.0542,999999,91,-100,soldall,MATERIALS
CQS CAYMAN LP,Timmons Gold Corp,TGD,3/31/14,SH,0,0,900000,957000,,0.1051,999999,79,-100,soldall,MATERIALS
CQS CAYMAN LP,Silver Wheaton Corp.,SLW,3/31/14,SH,0,0,250000,5047000,,0.5541,999999,37,-100,soldall,MATERIALS
CQS CAYMAN LP,Donnelley (R. R.) & Sons,RRD,3/31/14,SH,0,0,25600,519000,,0.057,999999,89,-100,soldall,INDUSTRIALS
CQS CAYMAN LP,Eldorado Gold Corp. ADR,EGO,3/31/14,SH,0,0,350000,1983000,,0.2177,999999,67,-100,soldall,MATERIALS
CQS CAYMAN LP,Dow Chemical Co.,DOW,3/31/14,SH,0,0,56300,2500000,,0.2745,999999,59,-100,soldall,MATERIALS
CQS CAYMAN LP,Cimarex Energy Co.,XEC,3/31/14,SH,0,0,7450,782000,,0.0859,999999,85,-100,soldall,ENERGY
CQS CAYMAN LP,Pengrowth Energy Corp. Class A,PGH,3/31/14,SH,0,0,128570,794000,,0.0872,999999,84,-100,soldall,ENERGY
CQS CAYMAN LP,eBay Inc.,EBAY,3/31/14,SH,0,0,44100,2420000,,0.2657,999999,60,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Nordstrom Inc.,JWN,3/31/14,SH,0,0,11300,698000,,0.0766,999999,87,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Cameco Corp.,CCJ,3/31/14,SH,0,0,175000,3630000,,0.3985,999999,45,-100,soldall,ENERGY
CQS CAYMAN LP,SCORPIO BULKER,SALT,3/31/14,SH,0,0,665000,6683000,,0.7337,999999,31,-100,soldall,
CQS CAYMAN LP,Diamondback Energy Inc,FANG,3/31/14,SH,0,0,16400,866000,,0.0951,999999,82,-100,soldall,ENERGY
CQS CAYMAN LP,Alcoa Inc,AA,3/31/14,SH,0,0,27000,287000,,0.0315,999999,97,-100,soldall,MATERIALS
CQS CAYMAN LP,Fortuna Silver Mines Inc,FSM,3/31/14,SH,0,0,700000,1986000,,0.218,999999,66,-100,soldall,MATERIALS
CQS CAYMAN LP,Sherwin-Williams Co.,SHW,3/31/14,SH,0,0,5550,1018000,,0.1118,999999,77,-100,soldall,MATERIALS
CQS CAYMAN LP,Enersis S.A. ADR,ENI,3/31/14,SH,0,0,13275000,3980000,,0.437,999999,43,-100,soldall,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,"Mountain Province Diamonds, Inc.",MDM,3/31/14,SH,0,0,649999,3212000,,0.3527,999999,52,-100,soldall,MATERIALS
CQS CAYMAN LP,Banco Bradesco S.A. ADR,BBD,3/31/14,SH,0,0,216502,2713000,,0.2979,999999,55,-100,soldall,FINANCE
CQS CAYMAN LP,Compania Cervecerias Unidas S.A.,CCU,3/31/14,SH,0,0,163853,3950000,,0.4337,999999,44,-100,soldall,CONSUMER STAPLES
CQS CAYMAN LP,Archer-Daniels-Midland Co.,ADM,3/31/14,PRN,0,0,25500000,26976000,,2.9617,999999,9,-100,soldall,CONSUMER STAPLES
CQS CAYMAN LP,L-3 Communications Holdings,LLL,3/31/14,PRN,0,0,2775000,3384000,,0.3715,999999,48,-100,soldall,INDUSTRIALS
CQS CAYMAN LP,PACTERA TECHNOLOGY INTL LTD,PACT,3/31/14,SH,0,0,350000,2503000,,0.2748,999999,58,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Tahoe Resources Inc.,TAHO,3/31/14,SH,0,0,100000,1663000,,0.1826,999999,70,-100,soldall,MATERIALS
CQS CAYMAN LP,CompuWare Corp.,CPWR,3/31/14,SH,0,0,90000,1009000,,0.1108,999999,78,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Anadarko Petroleum Corp.,APC,3/31/14,SH,0,0,14500,1150000,,0.1263,999999,74,-100,soldall,ENERGY
CQS CAYMAN LP,First Majestic Silver Corp,AG,3/31/14,SH,0,0,275000,2699000,,0.2963,999999,56,-100,soldall,MATERIALS
CQS CAYMAN LP,New Gold Inc. ADR,NGD,3/31/14,SH,0,0,400000,2088000,,0.2292,999999,63,-100,soldall,MATERIALS
CQS CAYMAN LP,Cablevision Systems Corp. Class A,CVC,3/31/14,SH,0,0,11500,206000,,0.0226,999999,98,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Brookfield Office Properties Inc,BPO,3/31/14,SH,0,0,150000,2888000,,0.3171,999999,53,-100,soldall,FINANCE
CQS CAYMAN LP,Hillshire Brands,HSH,3/31/14,SH,0,0,32000,1070000,,0.1175,999999,76,-100,soldall,CONSUMER STAPLES
CQS CAYMAN LP,SM Energy Co,SM,3/31/14,SH,0,0,10000,831000,,0.0912,999999,83,-100,soldall,ENERGY
CQS CAYMAN LP,Rio Alto Mining,RIOM,3/31/14,SH,0,0,300000,500000,,0.0549,999999,90,-100,soldall,MATERIALS
CQS CAYMAN LP,Carnival PLC ADS,CUK,3/31/14,SH,0,0,64180,2659000,,0.2919,999999,57,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,CACI International Inc. Class A,CACI,3/31/14,PRN,0,0,9500000,12776000,,1.4027,999999,20,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"Gran Tierra Energy, Inc.",GTE,3/31/14,SH,0,0,702300,5122000,,0.5624,999999,36,-100,soldall,ENERGY
CQS CAYMAN LP,Denison Mines Corp.,DNN,3/31/14,SH,0,0,5529120,6688000,,0.7343,999999,30,-100,soldall,MATERIALS
CQS CAYMAN LP,Health Management Associates Inc. (New),HMA,3/31/14,SH,0,0,1707300,22366000,,2.4556,999999,10,-100,soldall,HEALTH CARE
CQS CAYMAN LP,Baytex Energy Trust,BTE,3/31/14,SH,0,0,87600,3423000,,0.3758,999999,47,-100,soldall,ENERGY
CQS CAYMAN LP,"21st Century Fox, Inc. Class B",FOX,6/30/14,SH,5497539,188181000,5156133,160459000,11.5888,12.9854,1,1,6.6214,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"Teleflex, Inc.",TFX,6/30/14,PRN,72711000,128956000,53460000,95574000,7.9415,7.7345,2,2,36.0101,addition,INDUSTRIALS
CQS CAYMAN LP,WellPoint Inc. (New),WLP,6/30/14,PRN,75990000,117174000,9000000,13238000,7.2159,1.0713,3,29,744.3333,addition,HEALTH CARE
CQS CAYMAN LP,SanDisk Corp.,SNDK,6/30/14,PRN,49110000,100890000,16980000,27965000,6.2131,2.2631,4,9,189.2226,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Jarden Corp.,JAH,6/30/14,PRN,54016000,74972000,29656000,41250000,4.617,3.3382,5,5,82.1419,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,CEMEX S.A. de C.V. Series A (Sponsored ADR),CX,6/30/14,PRN,45609000,67830000,18833359,25972000,4.1772,2.1018,6,12,142.1714,addition,MATERIALS
CQS CAYMAN LP,BHP Billiton Ltd. ADR,BHP,6/30/14,SH,754071,51088000,898914,60905000,3.1462,4.9288,7,3,-16.1131,reduction,MATERIALS
CQS CAYMAN LP,General Motors Co. (DE),GM,6/30/14,SH,1400292,50831000,1150292,39593000,3.1303,3.2041,8,6,21.7336,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"Fidelity National Information Services, Inc.",FIS,6/30/14,PRN,26980000,44779000,16980000,26942000,2.7576,2.1803,9,11,58.8928,addition,FINANCE
CQS CAYMAN LP,"Starz, Series A",STRZA,6/30/14,PRN,30850000,36080000,21070000,24310000,2.2219,1.9673,10,14,46.4167,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Forest Laboratories Inc. Class A,FRX,6/30/14,SH,330000,32670000,250000,23068000,2.0119,1.8668,11,15,32,addition,HEALTH CARE
CQS CAYMAN LP,Foster Wheeler AG,FWLT,6/30/14,SH,944218,32170000,0,0,1.9811,,12,999999,,new,INDUSTRIALS
CQS CAYMAN LP,"Citigroup, Inc.",C,6/30/14,SH,672900,31694000,672900,32030000,1.9518,2.5921,13,8,0,,FINANCE
CQS CAYMAN LP,"Spirit Realty Capital, Inc.",SRC,6/30/14,PRN,29800000,29933000,0,0,1.8434,,14,999999,,new,FINANCE
CQS CAYMAN LP,Tesoro Petroleum Co,TSO,6/30/14,PRN,22650000,27735000,5350000,9632000,1.708,0.7795,15,40,323.3645,addition,ENERGY
CQS CAYMAN LP,Prospect Capital Corp,PSEC,6/30/14,PRN,24000000,25941000,18000000,19266000,1.5975,1.5591,16,18,33.3333,addition,FINANCE
CQS CAYMAN LP,SEACOR Holdings Inc.,CKH,6/30/14,PRN,21570000,24894000,21570000,25948000,1.533,2.0999,17,13,0,,ENERGY
CQS CAYMAN LP,NEWS CORP NEW CL B COM STK (DE),NWS,6/30/14,SH,1397902,24393000,1371533,22904000,1.5022,1.8535,18,16,1.9226,addition, 
CQS CAYMAN LP,Intel Corp.,INTC,6/30/14,PRN,14100000,21957000,13500000,18927000,1.3522,1.5317,19,21,4.4444,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Gilead Sciences Inc.,GILD,6/30/14,PRN,5250000,19161000,5250000,16428000,1.18,1.3295,20,25,0,,HEALTH CARE
CQS CAYMAN LP,GoldCorp Inc. (New),GG,6/30/14,PRN,18400000,18575000,19000000,19159000,1.1439,1.5505,21,19,-3.1579,reduction,MATERIALS
CQS CAYMAN LP,"American Realty Investors, Inc",ARL,6/30/14,PRN,17950000,18498000,45780000,49171000,1.1392,3.9792,22,4,-60.7907,reduction,FINANCE
CQS CAYMAN LP,"Hudson City Bancorp, Inc.",HCBK,6/30/14,SH,1750000,17203000,2786493,27391000,1.0594,2.2167,23,10,-37.197,reduction,FINANCE
CQS CAYMAN LP,Apache Corp.,APA,6/30/14,CALL,150000,15093000,200000,16590000,0.9295,1.3426,24,24,-25,reduction,ENERGY
CQS CAYMAN LP,"Micron Technology, Inc.",MU,6/30/14,PRN,4250000,14426000,4250000,10677000,0.8884,0.8641,25,37,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Ford Motor Co.,F,6/30/14,PRN,7000000,14050000,6800000,12440000,0.8652,1.0067,26,31,2.9412,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Caterpillar Inc.,CAT,6/30/14,PUT,125000,13584000,125000,12421000,0.8365,1.0052,27,32,0,,INDUSTRIALS
CQS CAYMAN LP,EMC Corp.,EMC,6/30/14,CALL,500000,13170000,400000,10964000,0.811,0.8873,28,35,25,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Eastman Chemical Co.,EMN,6/30/14,CALL,150000,13103000,150000,12932000,0.8069,1.0465,29,30,0,,MATERIALS
CQS CAYMAN LP,Priceline Group Inc,PCLN,6/30/14,PRN,10200000,12531000,1700000,2403000,0.7717,0.1945,30,69,500,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Sterlite Industries (India) Ltd.,SLT,6/30/14,PRN,12000000,12094000,13150000,13419000,0.7448,1.086,31,28,-8.7452,reduction,MATERIALS
CQS CAYMAN LP,"Amgen, Inc.",AMGN,6/30/14,SH,100000,11837000,0,0,0.729,,32,999999,,new,HEALTH CARE
CQS CAYMAN LP,Stonegate Mortgage Corp,SGM,6/30/14,SH,825215,11512000,825215,12263000,0.7089,0.9924,33,33,0,,
CQS CAYMAN LP,Viacom Inc. (New) Class A,VIA,6/30/14,SH,126724,10993000,126200,10760000,0.677,0.8708,34,36,0.4152,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Wright Medical Group Inc,WMGI,6/30/14,PRN,7500000,10388000,2600000,3526000,0.6397,0.2853,35,61,188.4615,addition,HEALTH CARE
CQS CAYMAN LP,Time Warner Cable Inc.,TWC,6/30/14,SH,70361,10364000,49000,6722000,0.6382,0.544,36,47,43.5939,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Lam Research Corp.,LRCX,6/30/14,PUT,150000,10137000,0,0,0.6243,,37,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Stillwater Mining Co.,SWC,6/30/14,PRN,6850000,10081000,6850000,8943000,0.6208,0.7237,38,41,0,,MATERIALS
CQS CAYMAN LP,Apache Corp.,APA,6/30/14,PUT,100000,10062000,0,0,0.6196,,39,999999,,new,ENERGY
CQS CAYMAN LP,eBay Inc.,EBAY,6/30/14,CALL,200000,10012000,250000,13810000,0.6166,1.1176,40,27,-20,reduction,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"Citigroup, Inc.",C,6/30/14,CALL,200000,9420000,0,0,0.5801,,41,999999,,new,FINANCE
CQS CAYMAN LP,"Freeport-McMoRan Copper and Gold, Inc. Class B",FCX,6/30/14,PUT,250000,9125000,250000,8268000,0.5619,0.6691,42,44,0,,MATERIALS
CQS CAYMAN LP,"Taiwan Semiconductor Manufacturing Co., Ltd Class T",TSM,6/30/14,SH,377755,8080000,377755,7563000,0.4976,0.612,43,45,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Marathon Oil Corp. (1901) (formerly U.S. Steel),MRO,6/30/14,CALL,200000,7984000,0,0,0.4917,,44,999999,,new,ENERGY
CQS CAYMAN LP,eBay Inc.,EBAY,6/30/14,PUT,150000,7509000,0,0,0.4624,,45,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Lam Research Corp.,LRCX,6/30/14,SH,107251,7248000,0,0,0.4464,,46,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Marvell Technology Group Ltd,MRVL,6/30/14,CALL,500000,7165000,0,0,0.4412,,47,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Halliburton Co.,HAL,6/30/14,PUT,100000,7101000,0,0,0.4373,,48,999999,,new,ENERGY
CQS CAYMAN LP,Huntsman Corp,HUN,6/30/14,PUT,250000,7025000,250000,6105000,0.4326,0.4941,49,49,0,,MATERIALS
CQS CAYMAN LP,Cubist Pharmaceuticals Inc.,CBST,6/30/14,SH,100000,6982000,0,0,0.43,,50,999999,,new,HEALTH CARE
CQS CAYMAN LP,Devon Energy Corp. (New),DVN,6/30/14,SH,85000,6749000,85000,5689000,0.4156,0.4604,51,51,0,,ENERGY
CQS CAYMAN LP,Ariad Pharmaceuticals Inc.,ARIA,6/30/14,SH,1000000,6370000,0,0,0.3923,,52,999999,,new,HEALTH CARE
