filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent
SOROS FUND MANAGEMENT LLC,Union Pacific Corp.,UNP,6/30/07,SH,2491036,71711000,12364,314000,2.2748
SOROS FUND MANAGEMENT LLC,Agere Systems Inc. Class A,AGR,6/30/07,PRN,63939000,65058000,92939000,95146000,2.0637
SOROS FUND MANAGEMENT LLC,Mercury Computer Systems Inc.,MRCY,6/30/07,PRN,67150000,62030000,54200000,49322000,1.9677
SOROS FUND MANAGEMENT LLC,Halliburton Co.,HAL,6/30/07,SH,1759540,60704000,2360350,74918000,1.9256
SOROS FUND MANAGEMENT LLC,Bluefly Inc,BFLY,6/30/07,SH,4860116,47629000,4860116,51031000,1.5109
SOROS FUND MANAGEMENT LLC,"PDL BioPharma, Inc.",PDLI,6/30/07,SH,2031930,47344000,252500,5479000,1.5018
SOROS FUND MANAGEMENT LLC,Lattice Semconductor Corp.,LSCC,6/30/07,PRN,48480000,46235000,57600000,54616000,1.4666
SOROS FUND MANAGEMENT LLC,Transocean Ltd,RIG,6/30/07,SH,398286,42210000,0,0,1.339
SOROS FUND MANAGEMENT LLC,Lehman Brothers Holding Co. Common Stock,LEHMQ,6/30/07,SH,539016,40857000,0,0,1.296
SOROS FUND MANAGEMENT LLC,Ultrapetrol Ltd,ULTR,6/30/07,SH,1657100,39273000,0,0,1.2458
SOROS FUND MANAGEMENT LLC,Pride  International Inc.,PDE,6/30/07,SH,1023045,38323000,0,0,1.2157
SOROS FUND MANAGEMENT LLC,Auxilium Pharmaceuticals Inc,AUXL,6/30/07,SH,2377403,37896000,2377403,34900000,1.2021
SOROS FUND MANAGEMENT LLC,Marathon Acquisition Corp. Warrant,MAQ-WT,6/30/07,SH,3750000,36638000,3750000,34500000,1.1622
SOROS FUND MANAGEMENT LLC,ConocoPhillips,COP,6/30/07,SH,432243,33931000,0,0,1.0763
SOROS FUND MANAGEMENT LLC,"Freeport-McMoRan Copper and Gold, Inc. Class B",FCX,6/30/07,SH,814948,33747000,0,0,1.0705
SOROS FUND MANAGEMENT LLC,"Level 3 Communications, Inc.",LVLT,6/30/07,SH,374787,32888000,316386,28949000,1.0433
SOROS FUND MANAGEMENT LLC,Apex Silver Mines Ltd,AUMN,6/30/07,SH,1595473,32197000,1595473,20598000,1.0213
SOROS FUND MANAGEMENT LLC,Alere Inc. Inverness Medical In,ALR-PB,6/30/07,SH,628513,32067000,0,0,1.0172
SOROS FUND MANAGEMENT LLC,China Life Insurance Co. Ltd. ADS,LFC,6/30/07,PUT,8900000,31989000,0,0,1.0147
SOROS FUND MANAGEMENT LLC,GOPRO INC A,GPRO,6/30/07,SH,473695,28621000,473500,22292000,0.9079
SOROS FUND MANAGEMENT LLC,NIKE Inc.,NKE,6/30/07,SH,966698,28174000,131520,3494000,0.8937
SOROS FUND MANAGEMENT LLC,"Yum! Brands, Inc",YUM,6/30/07,SH,816552,26718000,177876,5137000,0.8475
SOROS FUND MANAGEMENT LLC,Microsoft Corp.,MSFT,6/30/07,CALL,889200,26205000,684000,19063000,0.8313
SOROS FUND MANAGEMENT LLC,Aluminum Corp. of China Ltd. Class H ADS,ACH,6/30/07,PUT,15000000,25287000,0,0,0.8021
SOROS FUND MANAGEMENT LLC,"Chipotle Mexican Grill, Inc.",CMG,6/30/07,SH,287257,24497000,286900,17816000,0.7771
SOROS FUND MANAGEMENT LLC,Petroleo Brasileiro SA (Petrobras) ADR,PBR,6/30/07,SH,796000,24133000,40000,995000,0.7655
SOROS FUND MANAGEMENT LLC,CITI Trends Inc,CTRN,6/30/07,SH,619508,23517000,595508,25452000,0.746
SOROS FUND MANAGEMENT LLC,"Merrill Lynch & Co., Inc. Semiconductor HOLDRS Trust Depositary Receipts",SMHYL,6/30/07,SH,589100,22415000,0,0,0.711
SOROS FUND MANAGEMENT LLC,Barrier Therapeutics Inc,BTRX,6/30/07,SH,3324734,21611000,3324734,23040000,0.6855
SOROS FUND MANAGEMENT LLC,"Texas Instruments, Inc.",TXN,6/30/07,SH,570893,21483000,0,0,0.6815
SOROS FUND MANAGEMENT LLC,Apple Inc,AAPL,6/30/07,SH,1202152,20959000,958230,12718000,0.6648
SOROS FUND MANAGEMENT LLC,Buffalo Wild Wings Inc,BWLD,6/30/07,SH,491000,20421000,560000,17836000,0.6478
SOROS FUND MANAGEMENT LLC,iShares MSCI Pacific ex-Japan Index Fund,EPP,6/30/07,SH,410400,20041000,0,0,0.6357
SOROS FUND MANAGEMENT LLC,S&P Select Sector SPDR Fund - Technology Sector,XLK,6/30/07,SH,778700,19935000,0,0,0.6324
SOROS FUND MANAGEMENT LLC,Bioenvision Inc,BIVN,6/30/07,SH,3375044,19508000,375044,1534000,0.6188
SOROS FUND MANAGEMENT LLC,"Cisco Systems, Inc.",CSCO,6/30/07,SH,664587,18509000,536350,13693000,0.5871
SOROS FUND MANAGEMENT LLC,Guess? Inc.,GES,6/30/07,SH,374300,17981000,262360,10623000,0.5704
SOROS FUND MANAGEMENT LLC,Tyco International Ltd. (Bermuda),TYC,6/30/07,SH,127129,17183000,0,0,0.5451
SOROS FUND MANAGEMENT LLC,"Autodesk, Inc.",ADSK,6/30/07,SH,347547,16363000,0,0,0.5191
SOROS FUND MANAGEMENT LLC,Marvell Technology Group Ltd,MRVL,6/30/07,SH,894426,16287000,998926,16792000,0.5166
SOROS FUND MANAGEMENT LLC,McDonalds Corp.,MCD,6/30/07,SH,294206,14934000,37727,1700000,0.4737
SOROS FUND MANAGEMENT LLC,EnCana Corp.,ECA,6/30/07,SH,242613,14909000,0,0,0.4729
SOROS FUND MANAGEMENT LLC,Microsoft Corp.,MSFT,6/30/07,SH,500398,14747000,415497,11580000,0.4678
SOROS FUND MANAGEMENT LLC,ASE Test Ltd,ASTSF,6/30/07,SH,1040850,14645000,1142977,13007000,0.4646
SOROS FUND MANAGEMENT LLC,Ciena Corp,CIEN,6/30/07,SH,403900,14593000,0,0,0.4629
SOROS FUND MANAGEMENT LLC,"Shaw Group, Inc.",SHAW,6/30/07,SH,312203,14452000,0,0,0.4584
SOROS FUND MANAGEMENT LLC,iShares Trust - iShares Barclays 20+ Year Treasury Bond Fund,TLT,6/30/07,SH,168815,14378000,0,0,0.4561
SOROS FUND MANAGEMENT LLC,Brooks Automation Inc,BRKS,6/30/07,SH,697029,12651000,0,0,0.4013
SOROS FUND MANAGEMENT LLC,"Skyworks Solutions, Inc.",SWKS,6/30/07,PRN,12633000,12601000,12633000,12633000,0.3997
SOROS FUND MANAGEMENT LLC,General Electric Co,GE,6/30/07,SH,318601,12196000,0,0,0.3869
SOROS FUND MANAGEMENT LLC,Express Scripts Inc.,ESRX,6/30/07,SH,486436,12163000,748800,15111000,0.3858
SOROS FUND MANAGEMENT LLC,Navios Maritime Holdings Inc,NM,6/30/07,SH,1006262,12156000,0,0,0.3856
SOROS FUND MANAGEMENT LLC,NPS Pharmaceuticals Inc.,NPSP,6/30/07,SH,2836216,11742000,2836216,9615000,0.3725
SOROS FUND MANAGEMENT LLC,Bon-Ton Stores Inc,BONT,6/30/07,SH,291950,11696000,294781,16578000,0.371
SOROS FUND MANAGEMENT LLC,Fair Isaac Corp,FICO,6/30/07,SH,291281,11686000,0,0,0.3707
SOROS FUND MANAGEMENT LLC,Baidu Inc,BIDU,6/30/07,SH,659000,11070000,0,0,0.3512
SOROS FUND MANAGEMENT LLC,Sina Corp,SINA,6/30/07,SH,260250,10894000,0,0,0.3456
SOROS FUND MANAGEMENT LLC,Chicago Bridge & Iron Co. NV,CBI,6/30/07,SH,286762,10822000,0,0,0.3433
SOROS FUND MANAGEMENT LLC,Equinix Inc,EQIX,6/30/07,SH,118000,10793000,119546,10237000,0.3424
SOROS FUND MANAGEMENT LLC,"Coach, Inc.",COH,6/30/07,SH,224373,10633000,468510,23449000,0.3373
SOROS FUND MANAGEMENT LLC,Delek US Holdings Inc.,DK,6/30/07,SH,389797,10388000,285657,5465000,0.3295
SOROS FUND MANAGEMENT LLC,Extreme Networks Inc.,EXTR,6/30/07,SH,2508260,10158000,761700,3222000,0.3222
SOROS FUND MANAGEMENT LLC,iShares S&P SmallCap 600 Growth Index Fund,IJT,6/30/07,SH,141400,10000000,0,0,0.3172
SOROS FUND MANAGEMENT LLC,SPDR S&P 500 ETF Index Depositary Receipts,SPY,6/30/07,SH,66370,9984000,290500,41251000,0.3167
SOROS FUND MANAGEMENT LLC,Lattice Semconductor Corp.,LSCC,6/30/07,SH,1672000,9564000,506600,2964000,0.3034
SOROS FUND MANAGEMENT LLC,BEA Systems Inc,BEAS,6/30/07,SH,683528,9357000,316600,3669000,0.2968
SOROS FUND MANAGEMENT LLC,MasterCard Inc. Class A,MA,6/30/07,SH,560200,9292000,0,0,0.2948
SOROS FUND MANAGEMENT LLC,Teradyne Inc.,TER,6/30/07,SH,527100,9266000,0,0,0.2939
SOROS FUND MANAGEMENT LLC,McDermott International,MDR,6/30/07,SH,220328,9157000,0,0,0.2905
SOROS FUND MANAGEMENT LLC,Mosaic Company (The),MOS,6/30/07,SH,221785,8654000,310494,8278000,0.2745
SOROS FUND MANAGEMENT LLC,Cardiovascular Systems Inc,CSII,6/30/07,SH,1487808,8629000,1487808,8272000,0.2737
SOROS FUND MANAGEMENT LLC,Wind River Systems Inc.,WIND,6/30/07,SH,753313,8286000,120062,1193000,0.2628
SOROS FUND MANAGEMENT LLC,Agile Software Corp,AGIL,6/30/07,SH,1018519,8209000,238003,1654000,0.2604
SOROS FUND MANAGEMENT LLC,OmniVision Technologies Inc,OVTI,6/30/07,CALL,422900,7659000,0,0,0.243
SOROS FUND MANAGEMENT LLC,"Veeco Instruments, Inc. (DE)",VECO,6/30/07,SH,340994,7072000,41786,815000,0.2243
SOROS FUND MANAGEMENT LLC,International Paper Co. (New),IP,6/30/07,SH,177519,6932000,188826,6873000,0.2199
SOROS FUND MANAGEMENT LLC,Vivo Participacoes S.A. ADR,VIV,6/30/07,SH,339221,6798000,124236,1744000,0.2156
SOROS FUND MANAGEMENT LLC,OmniVision Technologies Inc,OVTI,6/30/07,SH,372685,6749000,0,0,0.2141
SOROS FUND MANAGEMENT LLC,Alcatel-Lucent ADS,ALU,6/30/07,CALL,454500,6363000,0,0,0.2018
SOROS FUND MANAGEMENT LLC,Ralph Lauren Corp. Class A,RL,6/30/07,SH,62496,6131000,0,0,0.1945
SOROS FUND MANAGEMENT LLC,Petroleo Brasileiro SA (Petrobras) ADR,PBR,6/30/07,CALL,400000,6064000,0,0,0.1924
SOROS FUND MANAGEMENT LLC,RadiSys Corp.,RSYS,6/30/07,PRN,6350000,6054000,6350000,6064000,0.192
SOROS FUND MANAGEMENT LLC,LSI Corp. (CA),LSI,6/30/07,PRN,6000000,5831000,0,0,0.185
SOROS FUND MANAGEMENT LLC,"China Medical Technologies, Inc. ADR",CMEDQ,6/30/07,SH,182200,5798000,0,0,0.1839
SOROS FUND MANAGEMENT LLC,"PDL BioPharma, Inc.",PDLI,6/30/07,CALL,236300,5506000,0,0,0.1747
SOROS FUND MANAGEMENT LLC,"Advance Auto Parts, Inc.",AAP,6/30/07,SH,135500,5492000,0,0,0.1742
SOROS FUND MANAGEMENT LLC,BEA Systems Inc,BEAS,6/30/07,CALL,400000,5476000,0,0,0.1737
SOROS FUND MANAGEMENT LLC,Hutchinson Technology,HTCH,6/30/07,PRN,6000000,5198000,0,0,0.1649
SOROS FUND MANAGEMENT LLC,Broadcom Corporation,BRCM,6/30/07,SH,177600,5195000,190000,6093000,0.1648
SOROS FUND MANAGEMENT LLC,Oracle Corp,ORCL,6/30/07,SH,263344,5190000,99000,1795000,0.1646
SOROS FUND MANAGEMENT LLC,"Quest Diagnostics, Inc.",DGX,6/30/07,SH,99966,5163000,0,0,0.1638
SOROS FUND MANAGEMENT LLC,Sonus Networks Inc,SONS,6/30/07,SH,600537,5117000,803856,6487000,0.1623
SOROS FUND MANAGEMENT LLC,IDEX Corp.,IEX,6/30/07,SH,132500,5107000,0,0,0.162
SOROS FUND MANAGEMENT LLC,iShares Russell Midcap Growth Index Fund,IWP,6/30/07,SH,88000,5015000,0,0,0.1591
SOROS FUND MANAGEMENT LLC,iShares Trust - S&P Growth Index Fund,IVW,6/30/07,SH,73000,5014000,0,0,0.1591
SOROS FUND MANAGEMENT LLC,iShares Russell 1000 Growth Index Fund,IWF,6/30/07,SH,84400,4997000,0,0,0.1585
SOROS FUND MANAGEMENT LLC,"Pfizer, Inc.",PFE,6/30/07,SH,192917,4933000,139500,3524000,0.1565
SOROS FUND MANAGEMENT LLC,CVS Caremark Corp,CVS,6/30/07,SH,133729,4874000,1100700,37578000,0.1546
SOROS FUND MANAGEMENT LLC,PMC-Sierra Inc.,PMCS,6/30/07,SH,626776,4845000,627044,4396000,0.1537
SOROS FUND MANAGEMENT LLC,ADC Telecommunications,ADCT,6/30/07,PRN,4750000,4584000,4750000,4549000,0.1454
SOROS FUND MANAGEMENT LLC,CME Group Inc,CME,6/30/07,SH,42385,4530000,77065,8207000,0.1437
SOROS FUND MANAGEMENT LLC,Axcelis Technologies Inc,ACLS,6/30/07,SH,666000,4322000,606000,4630000,0.1371
SOROS FUND MANAGEMENT LLC,Barrick Gold Corp,ABX,6/30/07,SH,148058,4304000,98800,2821000,0.1365
SOROS FUND MANAGEMENT LLC,Raytheon Co. Warrant,RTN-WT,6/30/07,SH,222428,4102000,222428,3859000,0.1301
SOROS FUND MANAGEMENT LLC,Marshall & Ilsley Corp.,MI,6/30/07,SH,85920,4092000,0,0,0.1298
SOROS FUND MANAGEMENT LLC,Analog Devices Inc,ADI,6/30/07,SH,107774,4057000,0,0,0.1287
SOROS FUND MANAGEMENT LLC,DIRECTV Corp.,DTV,6/30/07,SH,175100,4047000,13245,306000,0.1284
SOROS FUND MANAGEMENT LLC,J. Crew Group Inc.,JCG,6/30/07,SH,74800,4046000,0,0,0.1283
SOROS FUND MANAGEMENT LLC,Allos Therapeutics Inc,ALTH,6/30/07,SH,911353,4028000,962428,5746000,0.1278
SOROS FUND MANAGEMENT LLC,Corning Inc.,GLW,6/30/07,SH,156470,3998000,100510,2286000,0.1268
SOROS FUND MANAGEMENT LLC,Assisted Living Concepts Inc. (New),ALC,6/30/07,SH,146504,3901000,85280,2516000,0.1237
SOROS FUND MANAGEMENT LLC,KBR Inc,KBR,6/30/07,SH,139837,3668000,219700,4471000,0.1164
SOROS FUND MANAGEMENT LLC,Bausch & Lomb Inc.,BOL,6/30/07,SH,52660,3657000,0,0,0.116
SOROS FUND MANAGEMENT LLC,News Inc. Class B,NWS,6/30/07,SH,153272,3516000,163272,3995000,0.1115
SOROS FUND MANAGEMENT LLC,"Fidelity National Information Services, Inc.",FIS,6/30/07,SH,63741,3460000,63741,2898000,0.1098
SOROS FUND MANAGEMENT LLC,Cirrus Logic,CRUS,6/30/07,SH,413200,3430000,0,0,0.1088
SOROS FUND MANAGEMENT LLC,Microtune Inc,TUNE,6/30/07,SH,654930,3425000,536180,2209000,0.1086
SOROS FUND MANAGEMENT LLC,Tam S.A.,TAM,6/30/07,SH,100000,3310000,45000,1195000,0.105
SOROS FUND MANAGEMENT LLC,First Data Corp.,FDC,6/30/07,CALL,100000,3267000,130000,3497000,0.1036
SOROS FUND MANAGEMENT LLC,Silicon Image Inc.,SIMG,6/30/07,SH,380000,3260000,0,0,0.1034
SOROS FUND MANAGEMENT LLC,Cadbury Plc ADR,CDSCF,6/30/07,SH,60000,3258000,30000,1541000,0.1033
SOROS FUND MANAGEMENT LLC,Tekelec Inc.,TKLC,6/30/07,SH,224906,3243000,75000,1118000,0.1029
SOROS FUND MANAGEMENT LLC,Costco Co.,COST,6/30/07,SH,53800,3148000,0,0,0.0999
SOROS FUND MANAGEMENT LLC,"Hilltop Holdings, Inc.",HTH,6/30/07,SH,266009,3144000,265934,3226000,0.0997
SOROS FUND MANAGEMENT LLC,Domtar Corp,UFS,6/30/07,SH,46516,3115000,46516,2598000,0.0988
SOROS FUND MANAGEMENT LLC,Mercury Computer Systems Inc.,MRCY,6/30/07,SH,252827,3084000,0,0,0.0978
SOROS FUND MANAGEMENT LLC,CA Inc,CA,6/30/07,SH,118800,3069000,0,0,0.0974
SOROS FUND MANAGEMENT LLC,"Valassis Communications, Inc.",VCI,6/30/07,SH,176560,3035000,208130,3578000,0.0963
SOROS FUND MANAGEMENT LLC,Western Union Co. (New),WU,6/30/07,SH,140000,2916000,120000,2634000,0.0925
SOROS FUND MANAGEMENT LLC,AU Optronics Corp. ADS,AUO,6/30/07,SH,168815,2904000,0,0,0.0921
SOROS FUND MANAGEMENT LLC,Dow Chemical Co.,DOW,6/30/07,CALL,65000,2874000,0,0,0.0912
SOROS FUND MANAGEMENT LLC,"Home Depot, Inc. (The)",HD,6/30/07,SH,70000,2755000,0,0,0.0874
SOROS FUND MANAGEMENT LLC,Maxim Integrated Products,MXIM,6/30/07,SH,80706,2696000,133665,3930000,0.0855
SOROS FUND MANAGEMENT LLC,LG Display Co,LPL,6/30/07,SH,118750,2687000,0,0,0.0852
SOROS FUND MANAGEMENT LLC,"Nektar Therapeutics, Inc.",NKTR,6/30/07,SH,265147,2516000,364897,4766000,0.0798
SOROS FUND MANAGEMENT LLC,United Continental Holding Co.,UAL,6/30/07,SH,61959,2515000,47630,1818000,0.0798
SOROS FUND MANAGEMENT LLC,Hanover Compressor Co.,HC,6/30/07,SH,104124,2483000,83359,1855000,0.0788
SOROS FUND MANAGEMENT LLC,"TurboChef Technologies, Inc.",OVEN,6/30/07,SH,178235,2481000,0,0,0.0787
SOROS FUND MANAGEMENT LLC,Horizon Lines Inc.,HRZL,6/30/07,SH,73667,2413000,71100,2334000,0.0765
SOROS FUND MANAGEMENT LLC,Borland Software Corp.,BORL,6/30/07,SH,406000,2412000,286600,1510000,0.0765
SOROS FUND MANAGEMENT LLC,"Fidelity National Financial, Inc. (New) Class A",FNF,6/30/07,SH,101310,2401000,101569,2439000,0.0762
SOROS FUND MANAGEMENT LLC,CarMax Inc.,KMX,6/30/07,PUT,94000,2397000,0,0,0.076
SOROS FUND MANAGEMENT LLC,Newmont Mining Corp. (Holding Co.),NEM,6/30/07,SH,60900,2379000,60900,2557000,0.0755
SOROS FUND MANAGEMENT LLC,Hilton Hotels Corp.,HLT,6/30/07,SH,68916,2307000,0,0,0.0732
SOROS FUND MANAGEMENT LLC,United Microelectronics Corp.,UMC,6/30/07,SH,667470,2283000,0,0,0.0724
SOROS FUND MANAGEMENT LLC,Monster Worldwide Inc.,MWW,6/30/07,SH,55222,2270000,4962,235000,0.072
SOROS FUND MANAGEMENT LLC,TravelCenters of America LLC,TA,6/30/07,SH,54900,2221000,36300,1395000,0.0705
SOROS FUND MANAGEMENT LLC,Sybase Inc.,SY,6/30/07,PRN,2000000,2198000,0,0,0.0697
SOROS FUND MANAGEMENT LLC,EchoStar Corp.,SATS,6/30/07,CALL,50000,2169000,70000,3040000,0.0688
SOROS FUND MANAGEMENT LLC,Mercer International Inc,MERC,6/30/07,SH,201466,2055000,201466,2410000,0.0652
SOROS FUND MANAGEMENT LLC,Johnson & Johnson Co.,JNJ,6/30/07,SH,32816,2022000,0,0,0.0641
SOROS FUND MANAGEMENT LLC,Emulex Corp.,ELX,6/30/07,SH,91923,2008000,120650,2207000,0.0637
SOROS FUND MANAGEMENT LLC,Itau Unibnco ADR,ITUB,6/30/07,SH,133403,1960000,133403,1536000,0.0622
SOROS FUND MANAGEMENT LLC,"Smithfield Foods, Inc.",SFD,6/30/07,SH,62459,1923000,60000,1797000,0.061
SOROS FUND MANAGEMENT LLC,AT&T Inc,T,6/30/07,SH,46227,1918000,35299,1392000,0.0608
SOROS FUND MANAGEMENT LLC,HLTH Corp,HLTH,6/30/07,SH,132100,1851000,182100,2755000,0.0587
SOROS FUND MANAGEMENT LLC,"Advanced Medical Optics, Inc.",EYE,6/30/07,SH,52793,1841000,0,0,0.0584
SOROS FUND MANAGEMENT LLC,Leidos Holdings,LDOS,6/30/07,SH,96671,1747000,0,0,0.0554
SOROS FUND MANAGEMENT LLC,Marvell Technology Group Ltd,MRVL,6/30/07,CALL,95500,1739000,0,0,0.0552
SOROS FUND MANAGEMENT LLC,Smurfit-Stone Container Corp.,SSCC,6/30/07,SH,130420,1736000,105900,1192000,0.0551
SOROS FUND MANAGEMENT LLC,Avaya Inc.,AV,6/30/07,CALL,100000,1684000,0,0,0.0534
SOROS FUND MANAGEMENT LLC,Myriad Genetics Inc,MYGN,6/30/07,SH,90000,1674000,90000,1551000,0.0531
SOROS FUND MANAGEMENT LLC,Ldk Solar Co Adr,LDKYQ,6/30/07,SH,50000,1565000,0,0,0.0496
SOROS FUND MANAGEMENT LLC,Silicon Graphics International Corp,SGI,6/30/07,PUT,120700,1492000,603200,10236000,0.0473
SOROS FUND MANAGEMENT LLC,Broadridge Financial Solutions Inc,BR,6/30/07,SH,76300,1459000,0,0,0.0463
SOROS FUND MANAGEMENT LLC,LIBERTY INTERACTIVE CORP,QVCA,6/30/07,SH,64807,1447000,142992,3406000,0.0459
SOROS FUND MANAGEMENT LLC,"Best Buy Co., Inc.",BBY,6/30/07,CALL,30000,1400000,0,0,0.0444
SOROS FUND MANAGEMENT LLC,Hypercom Corp,HYC,6/30/07,SH,236000,1395000,429000,2557000,0.0443
SOROS FUND MANAGEMENT LLC,Anglogold Ashanti Ltd ADS,AU,6/30/07,SH,36292,1373000,36292,1618000,0.0436
SOROS FUND MANAGEMENT LLC,Alcatel-Lucent ADS,ALU,6/30/07,SH,95000,1330000,0,0,0.0422
SOROS FUND MANAGEMENT LLC,Mondelez International Inc.,MDLZ,6/30/07,SH,35877,1265000,0,0,0.0401
SOROS FUND MANAGEMENT LLC,INCYTE Corporation,INCY,6/30/07,SH,210275,1262000,210275,1386000,0.04
SOROS FUND MANAGEMENT LLC,Starent Networks Corp,STAR,6/30/07,SH,85750,1261000,0,0,0.04
SOROS FUND MANAGEMENT LLC,Support.Com Inc,SPRT,6/30/07,SH,230408,1258000,230408,1300000,0.0399
SOROS FUND MANAGEMENT LLC,Radware Ltd.,RDWR,6/30/07,SH,170000,1237000,272000,1836000,0.0392
SOROS FUND MANAGEMENT LLC,Chipotle Mexican Grill Class B,CMG-B,6/30/07,SH,15685,1233000,15685,900000,0.0391
SOROS FUND MANAGEMENT LLC,Carnival Corp.,CCL,6/30/07,SH,24917,1215000,0,0,0.0385
SOROS FUND MANAGEMENT LLC,Affymetrix Inc.,AFFX,6/30/07,SH,48103,1197000,41400,1245000,0.038
SOROS FUND MANAGEMENT LLC,Sally Beauty Holdings Inc,SBH,6/30/07,SH,131800,1186000,181800,1671000,0.0376
SOROS FUND MANAGEMENT LLC,Yahoo! Inc.,YHOO,6/30/07,SH,43183,1172000,92245,2886000,0.0372
SOROS FUND MANAGEMENT LLC,Exxon Mobil Corp.,XOM,6/30/07,SH,13418,1126000,0,0,0.0357
SOROS FUND MANAGEMENT LLC,"Citigroup, Inc.",C,6/30/07,SH,2166,1111000,2575,1322000,0.0352
SOROS FUND MANAGEMENT LLC,"American International Group, Inc.",AIG,6/30/07,SH,770,1079000,0,0,0.0342
SOROS FUND MANAGEMENT LLC,Transwitch Corp.,TXCCQ,6/30/07,SH,73617,1072000,33782,430000,0.034
SOROS FUND MANAGEMENT LLC,Avanex Corp,AVNX,6/30/07,SH,559550,1007000,309700,554000,0.0319
SOROS FUND MANAGEMENT LLC,Exelon Corp.,EXC,6/30/07,SH,13746,998000,16381,1126000,0.0317
SOROS FUND MANAGEMENT LLC,Blue Nile Inc,NILE,6/30/07,SH,16500,997000,0,0,0.0316
SOROS FUND MANAGEMENT LLC,American Express,AXP,6/30/07,SH,16253,994000,14223,802000,0.0315
SOROS FUND MANAGEMENT LLC,RadiSys Corp.,RSYS,6/30/07,SH,80000,992000,55000,899000,0.0315
SOROS FUND MANAGEMENT LLC,Goodyear Tire and Rubber Co.,GT,6/30/07,SH,28500,991000,0,0,0.0314
SOROS FUND MANAGEMENT LLC,GoldCorp Inc. (New),GG,6/30/07,SH,40029,948000,0,0,0.0301
SOROS FUND MANAGEMENT LLC,Northrop Grumman Corp.,NOC,6/30/07,SH,11966,932000,0,0,0.0296
SOROS FUND MANAGEMENT LLC,"United Parcel Service, Inc. Class B",UPS,6/30/07,SH,12767,932000,12318,863000,0.0296
SOROS FUND MANAGEMENT LLC,"Spectrum Brands Holdings, Inc.",SPCBQ,6/30/07,SH,137129,928000,0,0,0.0294
SOROS FUND MANAGEMENT LLC,Imperial Sugar Co (New),IPSU,6/30/07,SH,30057,925000,0,0,0.0293
SOROS FUND MANAGEMENT LLC,Verizon Communications,VZ,6/30/07,SH,21700,893000,26748,1014000,0.0283
SOROS FUND MANAGEMENT LLC,"Tyson Foods, Inc.",TSN,6/30/07,SH,35916,827000,28100,545000,0.0262
SOROS FUND MANAGEMENT LLC,"Altria Group, Inc.",MO,6/30/07,SH,11731,823000,12746,1119000,0.0261
SOROS FUND MANAGEMENT LLC,"Waste Management, Inc. (Old)",WM,6/30/07,SH,20883,815000,20609,709000,0.0259
SOROS FUND MANAGEMENT LLC,Bank of America Corp.,BAC,6/30/07,SH,15903,777000,0,0,0.0246
SOROS FUND MANAGEMENT LLC,ChipMOS Technologies (Bermuda) Ltd,IMOS,6/30/07,SH,107230,771000,99513,688000,0.0245
SOROS FUND MANAGEMENT LLC,Red Robin Gourmet Burgers Inc,RRGB,6/30/07,SH,18243,736000,0,0,0.0233
SOROS FUND MANAGEMENT LLC,Dryships Inc,DRYS,6/30/07,SH,16610,721000,0,0,0.0229
SOROS FUND MANAGEMENT LLC,Bombay Co Inc,BBAO,6/30/07,SH,1573900,708000,1573900,1920000,0.0225
SOROS FUND MANAGEMENT LLC,Life Technologies Corp.,LIFE,6/30/07,SH,9400,693000,9400,598000,0.022
SOROS FUND MANAGEMENT LLC,Coca Cola Co.,KO,6/30/07,SH,25732,673000,28200,677000,0.0213
SOROS FUND MANAGEMENT LLC,Symantec Corp.,SYMC,6/30/07,SH,32506,657000,134186,2321000,0.0208
SOROS FUND MANAGEMENT LLC,Cephalon Inc.,CEPH,6/30/07,SH,8045,647000,17800,1268000,0.0205
SOROS FUND MANAGEMENT LLC,Cavium Inc,CAVM,6/30/07,SH,28500,645000,0,0,0.0205
SOROS FUND MANAGEMENT LLC,E. I. du Pont de Nemours & Co.,DD,6/30/07,SH,12570,639000,12861,636000,0.0203
SOROS FUND MANAGEMENT LLC,TXU Corp.,TXU,6/30/07,SH,9380,631000,11237,720000,0.02
SOROS FUND MANAGEMENT LLC,JPMorgan Chase & Co.,JPM,6/30/07,SH,12239,593000,0,0,0.0188
SOROS FUND MANAGEMENT LLC,FIserv Inc.,FISV,6/30/07,SH,20800,591000,20000,531000,0.0187
SOROS FUND MANAGEMENT LLC,PepsiCo Inc.,PEP,6/30/07,SH,9100,590000,0,0,0.0187
SOROS FUND MANAGEMENT LLC,Robbins & Myers Inc.,RBN,6/30/07,SH,21814,579000,19018,355000,0.0184
SOROS FUND MANAGEMENT LLC,Royal Caribbean Cruises Ltd,RCL,6/30/07,SH,13256,570000,0,0,0.0181
SOROS FUND MANAGEMENT LLC,Dow Chemical Co.,DOW,6/30/07,SH,12197,539000,0,0,0.0171
SOROS FUND MANAGEMENT LLC,Lam Research Corp.,LRCX,6/30/07,SH,10425,536000,36000,1704000,0.017
SOROS FUND MANAGEMENT LLC,Applied Micro Circuits Inc.,AMCC,6/30/07,SH,53154,532000,635005,9271000,0.0169
SOROS FUND MANAGEMENT LLC,"Fresh Del Monte Produce, Inc.",FDP,6/30/07,SH,20736,519000,0,0,0.0165
SOROS FUND MANAGEMENT LLC,Xoma Corporation,XOMA,6/30/07,SH,11376,519000,11376,493000,0.0165
